ID,Movie_Name_EN,Movie_Name_CN,Crawl_Date,Number,Username,Date,Star,Comment,Like
490163,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34090,是但,2016/3/1,4, “你永远也不知道自己有多喜欢一个人，直到你看见她和别的人在一起。”夏洛是看到冬梅和大春在一起才彻底崩溃的。,0
490164,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34091,MUMMY,2015/10/11,4, 如果能回到1997⋯會做什麼⋯,0
490165,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34092,小简。,2015/10/3,3, 和老娃的午夜场电影。,0
490166,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34093,小鱼 ＜,2015/10/6,4, 一辈子好长 长到我们没有了耐心去包容生活 一辈子好短 短到你都根本来不及珍惜,0
490167,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34094,金链汉简尼特,2016/1/20,4, 开心,0
490168,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34095,恰妮斯虫,2015/10/5,2, 被豆瓣的高分忽悠去了电影院，于是这个漫漫夜晚无比想念肿瘤君。这么高的分，我不服。三观摆摆正啊，我见不得渣男……,0
490169,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34096,困兽,2015/10/21,4, 看似搞笑，其实是我们的青春，1997…,0
490170,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34097,只怕近黄昏,2015/11/7,4, 世间大多遗憾都是失去之后才知珍贵。,0
490171,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34098,沉沧,2016/1/17,3, 笑笑还好。猪脚永远长不大。（还不是因为圆圆请我看话剧过后找电影看…我倒觉得话剧的夸张表演效果更好呢…）,0
490172,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34099,Mint,2015/10/11,5, 今年的No1,0
490173,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34100,Dulcim_,2015/10/2,5, 太棒了,0
490174,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34101,道天凉,2015/12/1,4, 挺搞笑的吧,0
490175,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34102,咖啡女子,2015/9/27,3, 完全把话剧改编了好意思么？！,0
490176,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34103,吕小妍41,2015/10/11,3, 有包袱，只是后面收得不好所以就流于平庸了。,0
490177,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34104,爱吃的Amelie,2015/10/6,2, 为了开心麻花去看，又哭又笑的电影,0
490178,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34105,金镶城,2016/3/22,4, 主题挺不错的,0
490179,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34106,vioret,2015/10/7,2, 以为港囧够矫情了 结果被这个更矫情地打败了,0
490180,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34107,艾米仔_Amy_Xu,2015/10/6,2, 一切并不能重来，这个片子太YY，屌丝粗俗，loser只会更loser！,0
490181,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34108,toro789,2015/10/1,5, 张爱玲说：也许每一个男子全都有过这样的两个女人，至少两个。娶了红玫瑰，久而久之，红的变成了墙上的一抹蚊子血，白的还是‘床前明月光’；娶了白玫瑰，白的便是衣服上沾的一粒饭黏子，红的却是心口上一颗朱砂痣……谁能像夏洛那样反思到呢,0
490182,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34109,stellazhangcr7,2015/12/4,3, 时光倒流，让主角意识到中年危机和身边爱人的重要性，老套的剧情。现在很多标榜着青春喜剧的国产电影已经不好笑了，这部还是很多笑点的。,0
490183,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34110,fionazhusu,2015/10/2,5, 刚看了想给十分，这会儿想了想想给九分，可是豆瓣没有九分选项，想想还是给十分吧，至少笑点十足让我憋尿憋了至少半个小时,0
490184,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34111,youngshy,2015/12/4,4, 我其实就想知道那些口口声声通过这部电影才知道沈腾和开心麻花的人，你们装的哪门子逼？好吧你们不屑看春晚，难道你们从不坐公交？公交上轮播春晚小品的时候你是怎么做到眼不见耳不闻的？三星半。,0
490185,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34112,pewter,2016/9/25,3, 比港囧好七个泰囧。,0
490186,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34113,Matthew,2015/10/13,4, 类型片量很足，算不上什么特别经典，但挺好看的，3星半,0
490187,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34114,小的柚,2015/10/10,4, 近半年最逗的喜剧,0
490188,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34115,Yang,2015/10/19,3, 我觉得，还行。虽然笑点都挺刻意的。老师的那句十五分摆在这儿要不要看你简直把我拉回高中课堂。中间的每首歌都能打动我一下#老歌控#  虽然冒着被嫌弃的危险还是给了三星。,0
490189,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34116,狂乱贵公子,2015/11/26,3, 开头结尾不错，中间部分还可以精简一点，喜欢结局！,0
490190,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34117,Abby,2015/10/3,5, 业界良心！,0
490191,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34118,体元主人,2015/11/21,4, 期待现场看看开心麻花,0
490192,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34119,summer,2015/10/28,4, 夏洛好幸福！ ,0
490193,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34120,游,2015/12/13,3, 搞笑的还不错，有点意思,0
490194,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34121,彼时清寂,2015/10/23,1, 三观不正，辣鸡。男再渣都有个女主跟养个儿子似的围着他转。一梦回过去，剽窃别人的劳动，成了人生赢家娶女神。觉得不爱他的女神都是碧池，无条件做牛做马才是真爱，于是回来继续奴役牛马了。 GET不到任何笑点。让人恶心的剧情和三观，今年看的最恶心的电影，辣鸡！辣鸡！辣鸡！【说3遍= =,0
490195,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34122,Tricia,2015/10/11,5, 重生之我是大明星,0
490196,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34123,莎士比亚,2016/1/6,4, 还行吧，很喜欢开心麻花这个团队。,0
490197,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34124,少年派的漂流,2015/10/20,5, 我爬山涉水找到你，只是为了和你在一起。,0
490198,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34125,大补丸,2015/10/13,3, 电影的主题定位很界限,0
490199,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34126,Irfantastic,2015/10/2,5, 终于要认真评一次了 这简直是一部青春文艺片 第一 九十年代的风土人情流行文化到十八大之后的政治气象变色以及利益关系审美标准的反差还原度极高 第二 大量流行歌曲的演绎配置使舞台剧的底蕴升华 第三 平民气息的喜剧气氛被烘托到极致 影片的边边角角都是中国特色的笑声 时值国庆 暑期你走好,0
490200,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34127,桑榆,2015/12/11,3, 导演直男癌。没给两星，怕被喷。,0
490201,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34128,南国,2015/10/6,4, 好看！,0
490202,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34129,时代的尾巴,2015/10/2,4, 如果有机会回到过去 一切又是否会改变？,0
490203,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34130,肉食主义,2015/11/4,4, 进影院的时候迟了十分钟，不过还是猜到了开头，没猜到结局。我以为是穿越……,0
490204,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34131,藕夹,2016/1/28,4, 难得好喜剧,0
490205,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34132,andy,2015/10/23,5, 好的幽默不是浮于表面，这部电影做到了。,0
490206,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34133,塔塔,2015/10/4,4, 好笑就行了 不要这么认真,0
490207,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34134,灰三白,2015/10/17,4, 白玫瑰与红玫瑰吗？你需要谁？忘不掉的是谁？夏洛好运气，可以重来一次再重现一次，可是很多时候现实就是这样，心心念念的人真的在一起却发现不合适。,0
490208,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34135,L,2016/11/4,2, 剧情老套,0
490209,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34136,Aidaner,2015/10/18,4, 最近的片质量提高很多，虽然剧情有点儿俗套，但是还是给好评吧...,0
490210,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34137,诸葛江南,2015/10/2,4, 2015.10.1万达,0
490211,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34138,Liberty,2015/10/11,5, 能让我开怀大笑的喜剧真的不是那么多,0
490212,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34139,我心蓝白,2015/10/7,4, 框架很好，故事比较完整流畅，细节方面还有很多需要改进,0
490213,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34140,涵儿飘,2015/10/31,3, 不喜欢这种夸张表演方式。感觉像在看恶搞视频,0
490214,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34141,街,2015/10/8,5, 连续不断的笑点以及时不时的感动你一下，试问如今国产电影还有哪部做到这点！,0
490215,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34142,巫婆玲,2015/10/7,5, 真不知道一部爆米花电影怎么这么多人分析直男癌，女权啊什么的，就不能好好哭哭笑笑吗，我觉得挺好看的，花的票钱挺值的。,0
490216,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34143,莉莉,2015/10/17,3, 如果夏洛不知道马东梅为他去了小树林 又会怎么样呢 一个这么好的马东梅都拯救不了夏洛的sb.,0
490217,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34144,屁歪歪是块扣肉,2015/10/8,5, 同样是男人中年危机追忆初恋女神最后发现糟糠之妻才是真爱的主题 怎么夏洛特烦恼就比港囧好不知道多少倍呢 ,0
490218,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34145,杯杯 <,2015/10/3,5, 五颗星都不够打的！,0
490219,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34146,shichiei,2015/10/3,5, 有笑有泪，如果再有一次机会，你还牵这个人得手，还站在这里吗？,0
490220,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34147,一个人的全世界,2015/12/11,3, 感觉类似穿越 男主角因为知道是在做梦 所以干了很多自己想干的事情 也重新明白生活的意义,0
490221,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34148,JeSuisAlt,2015/12/4,3, hhhhhh袁华这个自带BGM的boy深得我心！,0
490222,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34149,阿鳥,2015/10/15,2, 市场定位精准的一部电影。完全谈不上好电影。觉得好看的，你高兴就好。一部价值观庸俗，完全没有女性独立价值的屌丝意淫电影居然让你们高潮了，你是个男的我顶多觉得你屌丝，是个女的也高潮我也就不懂了…说愚昧无知都已经客气了：），梦想就是用剽窃得到名利，上很多外围女，还有一个无条件爱你的屌丝,0
490223,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34150,hello_story,2016/2/17,4, 很接地气的喜剧~有笑点有泪点，穿插的各种怀旧金曲为电影增添了不少年代感。,0
490224,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34151,ECHO年兽,2015/10/5,3, 电影本身很不错，但是物化女性的价值观我好不喜欢,0
490225,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34152,耳边风,2015/10/10,3, 总之我得不到的东西都不是好东西,0
490226,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34153,拖鞋™Dream,2015/10/3,4, 长假里终于有一个能看的电影 至少你不用担心讲不明白故事 麻花式编剧 麻花式包袱 麻花式先让你笑再让你哭的话剧节奏…,0
490227,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34154,路欧,2015/10/2,3, 有意思 三星半吧,0
490228,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34155,蓝穆清,2015/10/8,4, 作为一部喜剧～我去看了而且乐呵呵得傻笑了也就值了这四颗星喽,0
490229,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34156,金刚小黄狼,2015/12/15,5, 确实是今年挺好的一部电影了,0
490230,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34157,XIANG小米-,2016/6/28,4," 这部电影的选角,不是哪种帅的掉渣的，而是普通，平凡的人。却告诉了我们生活中一些简单的道理：就是珍惜眼前人，只有当你失去了才会后悔。",0
490231,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34158,King,2015/10/13,2, 来改星的,0
490232,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34159,有风绥绥,2016/1/11,4, 浪子回头从来都不是一场廉价的大梦初醒。,0
490233,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34160,没名字的核桃包,2015/10/2,5, 朱砂痣终究成了蚊子血，胸前的饭粒子却刻进了心底，大概就是这么一碗老母鸡汤。可校花不一定都是bitch，黄脸婆也会在意，这个人跟你在一起是因为：对我好，却不是，我爱你时，你也恰好爱着我，意难平，又怎能煮面暖胃永远爱你天荒地老？选我所爱，爱我所选，大抵于每个人来说都是，极困难的…,0
490234,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34161,咕咕是一只喵儿,2015/12/7,4, 如果青春还能重来一次。完爆港囧，怀旧金曲棒棒哒,0
490235,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34162,哔哔哔,2015/12/6,4, 彻头彻尾的屌丝视角。讽刺了太多。,0
490236,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34163,青禾叙阳,2015/12/24,3, 以为是搞笑片 没想到是温情片,0
490237,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34164,八千、女鬼,2015/10/2,4, 夏洛，特烦恼！这才是正确的打开方式。黄粱一梦，荒唐了一生。,0
490238,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34165,混蛋蓝桥,2015/10/31,5, 看完夏洛特烦恼 已经快凌晨一点 为数不多的好喜剧 开心麻花甩国内的各大喜剧团体好几条街，主要是逼格高，东北F4风格的煎饼侠我看完预告片就给了1星。电影里有句话，“我每天都在虚度光阴”想想很可怕。夏洛是个好人，但也许不是个好男人，因为好男人会保护好自己在乎的人不让他们受委屈。,0
490239,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34166,鱼不琢不成丸,2015/12/2,2, 我能说片子的开开头还是有点惊喜的吧，如果再给一次从头来过的机会人生会怎样，可之后的走向越来越不对头，整部片子既不好笑也没共鸣，不知道要表达什么。这么一个没责任感的人，马冬梅是图他什么了？,0
490240,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34167,隐山,2015/10/14,4, 一部有情怀的喜剧！笑中有泪，致青春式的故事。也算是给屌丝们一份安慰剂。可是我猜不中开头却猜到了结局！,0
490241,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34168,麥哲倫,2015/10/2,5, 2015.10.2 @云幕  alone,0
490242,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34169,小浩子在常州,2015/12/5,5, 有搞笑，还挺感人,0
490243,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34170,Darius.,2015/10/10,3, 好笑确实好笑，但实质也真的三观太歪，最喜欢的角色反倒是大春。,0
490244,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34171,想吃草莓,2015/10/10,5, 算是捧腹大笑吧，国庆连刷两场，第二遍还是能笑出声了，适合和同学朋友家长各种人一起看的电影，开心麻花出门简直良心，之前也看过开心麻花的话剧感觉特别有开心麻花的标签。然后我好爱沈腾！,0
490245,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34172,Lei,2015/10/6,2, 搞笑小品。除了九十年代的回忆好美好，终究就是为我付出最多的女人才是原配才值得珍惜。定位也很明确，就是帮当年没有追上女神的屌丝们意淫过过瘾，然后安慰他们女神不过是绿茶婊，还是娶为自己付出最多的划算。,0
490246,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34173,甜菜小姐,2015/11/3,4, 松哥推荐的电影 还特意给我用邮箱发过来！才发现简直找到了孪生姐妹一样哈哈哈哈哈 喜欢的电影类型和演员全都一样！！给这部电影一万个赞 全程笑点不断 结尾还挺感人的 主题曲也好听！！,0
490247,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34174,carrie,2015/12/10,2, 所以最后结局就是夏洛抱着老婆大腿在四十平方米的房子里吃软饭啊，渣男就是渣男，幻想中渣，现实中渣，被感动的人是什么心理？说编剧好的都是什么癌？,0
490248,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34175,姽婳,2015/12/4,5, 笑中带泪，几个地方真是太搞笑了！男人们如果回到过去是不是都会去找最漂亮的那个？如果我回到过去，我会不远万里去到我老公所在的城市去找他，把我们彼此错过的青春岁月都来经历一遍。男人和女人的区别吧,0
490249,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34176,Julie,2015/10/3,3, 是哪个网友说好看的！你出来，保证不拍死你！不过还有感人的地方，只是电影不紧凑老跳戏，怀念沈腾马丽的小品,0
490250,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34177,sisichen996,2015/10/11,5, 笑了，哭过，走出电影院，印象深刻的就是记忆交叉的那些花儿，相约九八。记性不好的人，就是这么没心没肺。,0
490251,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34178,.Mini.,2015/10/11,3, 三星半 珍惜眼前人,0
490252,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34179,金陵靜心齋,2015/12/8,4, 是缘分，要珍惜，别折腾，好好活。,0
490253,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34180,小白牙,2015/10/30,3, 其实还好，但影片没有其他青春电影拍的那么浅，它讲出来的东西还蛮多的 ，渣男终究是渣男，结局的方式不一样，但孤独和寂寞都是一样的。白玫瑰与红玫瑰，无论是取舍哪一个， 并没有什么不一样,0
490254,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34181,郑在浪,2016/6/16,2, ......,0
490255,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34182,大椰林,2015/12/13,5, 所得即是最好，笑看那些得不到的，抱紧属于自己～,0
490256,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34183,蹦丝大象,2015/11/26,4, 段子手,0
490257,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34184,蓝兮嫣雪,2016/6/29,3, 原谅我笑点较高，没怎么笑，泪点也没达到。不过还是很不错了，赞吧！,0
490258,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34185,辰悠沉,2015/10/6,5, 一觉醒来发现只是在中学的教室里睡了一觉，一切都还来得及……幻想过无数次的场景就这么欢乐地发生了，能把故事讲好的电影就是好电影,0
490259,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34186,早起的Stan,2016/2/9,2, 观影过程是十分愉悦的，一个加长版小品，笑点十足，处处都有细节，作为一部青春剧也更加真实了些，琼瑶剧还有一剪寒梅的处理可以说是很有感觉，而且不少地方能找到音乐剧的影子，非常不错。可惜细想一下三观实在不正，男主并没有任何真正的改变。一场闹剧。,0
490260,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34188,楼梯的转角,2015/10/5,3, 笑点蛮多，故事老土，不过不失，这是一出越回想越不喜欢的戏,0
490261,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34189,欣桐,2015/10/17,5, 何止是笑惨。,0
490262,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34190,魔都邮差,2016/1/9,1, 从天津剧场走出来的怪胎（是指价值观），带着浓厚的剧场味，虽然搞笑，但看完还是觉得作呕，就像马云给你一个亿让你吃一坨翔一样,0
490263,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34191,Young Volcano,2015/10/5,5, 现在的喜剧片都喜欢悲剧走向，根本感觉不到什么笑中带泪……全片告诉我们得到的永远不会珍惜，得不到的永远在骚动。话说还是给五星吧，挺好看的。,0
490264,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34192,当时只道是寻常,2015/12/18,3, 可笑又可悲，loser的一场春梦，三观不正。,0
490265,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34193,Arev,2015/10/27,5, 笑泪,0
490266,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34194,芒果沙冰,2015/12/30,2, 一个长版的小品 至今不知道为什么有些人把它评进年度十佳,0
490267,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34195,大夢,2015/10/8,5, 为了上个月的剧场 给五星,0
490268,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34196,我要的不多丶,2015/10/21,4, 我也想打开那扇大门  导演厉害能把  所想的拍成电影   我小时候也这样想  直到现在 还这么想    夏 放心自己爱的女人不是真正爱自己 ,0
490269,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34197,米兔,2015/10/4,5, 笑完又哭，没有什么大明星但是真心好看,0
490270,Goodbye Mr. Loser,夏洛特烦恼,2017/1/6,34198,恍然若梦,2016/3/6,5, 物超所值的五颗星。马冬梅内心强大，大春除了卖房子以外堪称模范老公。,0
