ID,Movie_Name_EN,Movie_Name_CN,Crawl_Date,Number,Username,Date,Star,Comment,Like
83015,Big Fish and Begonia,大鱼海棠,2017/1/2,29372,木叶儿,2016/7/12,4, 豆瓣的人总是喜欢给低分来显示自己x格高……故事情节是比较拖沓，但是画面真的超美好吗！各种中国元素看得我超感动，必须推荐给阿龙！故事一分，音乐人设画面三分！,1
83016,Big Fish and Begonia,大鱼海棠,2017/1/2,29373,DariaStrokous,2016/7/10,3, 画面喜欢 剧情不记得了 哈哈,0
83017,Big Fish and Begonia,大鱼海棠,2017/1/2,29375,Kee,2017/1/2,3, 画面很美，配乐不错，除此之外并没有打动我的地方了,0
83018,Big Fish and Begonia,大鱼海棠,2017/1/2,29376,透骨生香,2016/8/5,3, 鸡肋之感，画面和配乐都不错，但台词real尴尬，少儿不宜，成人看又小儿科,0
83019,Big Fish and Begonia,大鱼海棠,2017/1/2,29378,不系之舟,2016/7/13,4, 剧情三分 有点薄弱 都不明白大鱼怎么就危害到他人了 打四星是因为画面以及BGM  但是不得不说我就是摆脱不掉《千与千寻》也许是先入为主吧,0
83020,Big Fish and Begonia,大鱼海棠,2017/1/2,29379,Hly,2016/7/10,4, 虽然剧情不咋样 但是有些情节有些话还是很能触碰人心的,0
83021,Big Fish and Begonia,大鱼海棠,2017/1/2,29380,星岛,2016/7/8,2, 电影忘记了电影的初衷是讲一个故事，极其失败，剧情牵强，要是喜欢音乐可以听歌，喜欢画风可以看漫画，但是这不是一部好电影。另外，心疼备胎。,0
83022,Big Fish and Begonia,大鱼海棠,2017/1/2,29381,破晓,2016/8/7,3, 曾经多期待，如今就有多失望,0
83023,Big Fish and Begonia,大鱼海棠,2017/1/2,29382,西班牙小牛皮,2016/7/19,3, 唯美的画面，十年的记忆，情节为了是圆我们十年前的梦，别说情节不好，最起码流泪了。,0
83024,Big Fish and Begonia,大鱼海棠,2017/1/2,29383,圈不住的世界,2016/7/8,3, 故事本来可以表现的更感人，结果整的很尴尬，这是一个三角恋吗，为啥一点也不感动，除了结尾男二的献身可以看看，就木有看点了……,0
83025,Big Fish and Begonia,大鱼海棠,2017/1/2,29384,Tu以耶,2016/7/9,2, 不能更多 难看,1
83026,Big Fish and Begonia,大鱼海棠,2017/1/2,29385,hexane,2016/10/3,4, 我觉得还不错。虽然有缺憾，但还是很用心的。,0
83027,Big Fish and Begonia,大鱼海棠,2017/1/2,29386,阿尔法狗,2016/7/10,2, 看完留不下什么印象，一部走心的电影，还是没走成心,0
83028,Big Fish and Begonia,大鱼海棠,2017/1/2,29388,六牙念夕,2016/9/12,4, 用十二年的时间，去模仿一个时代，是一种进步，也是一种遗憾,0
83029,Big Fish and Begonia,大鱼海棠,2017/1/2,29389,阿布,2016/7/9,5, 本来想给四星的。。。给五星是给职业水军和没看过电影的职业黑子一棒子。不知道是不是给摇滚藏獒拉票房。但事实证明看的人都感动了，置身电影院其中，自己融入角色之中，体会和欣赏一部电影。中国不缺乏评论家和砖家，少的是用心和坚持做事的人。多的是借用经典和抄袭家，缺的就是原创。你们这些辣鸡通,0
83030,Big Fish and Begonia,大鱼海棠,2017/1/2,29390,失礼了,2016/7/8,1, 呵呵呵，无语问苍天。,0
83031,Big Fish and Begonia,大鱼海棠,2017/1/2,29391,Nari,2016/7/9,3, “我一直把你当哥哥”——一个关于备胎的故事,0
83032,Big Fish and Begonia,大鱼海棠,2017/1/2,29392,爱你哟,2016/10/12,5, 很有感染力,1
83033,Big Fish and Begonia,大鱼海棠,2017/1/2,29393,魁北克的狼,2016/7/13,5, 就是五星怎么了,0
83034,Big Fish and Begonia,大鱼海棠,2017/1/2,29394,haruka,2016/7/16,4, 画风美。台词稍微矫情了点。,0
83035,Big Fish and Begonia,大鱼海棠,2017/1/2,29395,叉大飞人,2016/7/23,1, 果然没良心还是中国动画的特色,3
83036,Big Fish and Begonia,大鱼海棠,2017/1/2,29396,Shita,2016/7/8,5, 人生的旅途很短，我们不妨大胆一些,0
83037,Big Fish and Begonia,大鱼海棠,2017/1/2,29397,爱生活,2016/7/20,5, 还是给五分吧。也算是国产动画的巨制了。,0
83038,Big Fish and Begonia,大鱼海棠,2017/1/2,29398,熙宝。,2016/7/11,3, 冲着画面和悲情男二能打个三分吧,0
83039,Big Fish and Begonia,大鱼海棠,2017/1/2,29400,爱吃蛋挞的胖妞,2016/10/21,4, 不知道为什么有这么多人骂，我觉得这片子挺不错，画面太美了，虽然剧情俗。,0
83040,Big Fish and Begonia,大鱼海棠,2017/1/2,29401,未阑,2016/10/5,3, 画面音乐赞 剧情立意有点莫名其妙,0
83041,Big Fish and Begonia,大鱼海棠,2017/1/2,29402,记得。,2016/7/27,3, 哪有你们说得那么糟,0
83042,Big Fish and Begonia,大鱼海棠,2017/1/2,29403,ideal.L,2016/7/11,1, 什么傻逼剧情,0
83043,Big Fish and Begonia,大鱼海棠,2017/1/2,29404,觅,2016/10/1,5, 感动得哭了很多次,0
83044,Big Fish and Begonia,大鱼海棠,2017/1/2,29405,马天宇,2016/8/11,2, 日本的配乐，韩国的原画，是真不错,0
83045,Big Fish and Begonia,大鱼海棠,2017/1/2,29406,町枝,2016/10/4,4, 前半8.6值的，除了爷爷和台词之外只有软伤，但是剧情这样发展下去我还是比较心痛的，老实说这样的水准即便就是很老套的剧情我也觉得8分是值得的，可是后面的剧情…哎。总分七分吧。鲲一线完全是游离的，剔除之后重整一下，剧情会好很多。,0
83046,Big Fish and Begonia,大鱼海棠,2017/1/2,29407,帕玛拉特,2016/10/8,4, 画风有点似曾相识，不过还挺美，配乐也不错。就是除了主角其他角色有点立不清，存在感弱。而且故事里的大鱼没什么戏份啊，清节有点单薄。喜欢秋,0
83047,Big Fish and Begonia,大鱼海棠,2017/1/2,29408,公主,2016/7/17,3, 除了狗血三角恋，画面+音乐什么都好，特别是土楼很有中国特色,0
83048,Big Fish and Begonia,大鱼海棠,2017/1/2,29409,sugar929,2016/12/6,3, 我除了比较心疼男二那个湫真对其他无感 最后男女主赤裸相见什么鬼,0
83049,Big Fish and Begonia,大鱼海棠,2017/1/2,29410,crispyhuan,2016/8/1,5, 画面 剧情 配色 音乐 都是棒棒的！能把自己的零散的人生观串联在一起，把众多典型的中国元素串接一起 也是蛮厉害的！精致的、用心的作品,0
83050,Big Fish and Begonia,大鱼海棠,2017/1/2,29411,如也,2016/7/10,3, 情节追究太多就没法看了，其实故事原设和场景还是能看到努力的，但缺乏好的电影技巧和对观众自然适度的走心呐。,0
83051,Big Fish and Begonia,大鱼海棠,2017/1/2,29412,卖女孩的小火柴,2016/10/3,4, 怎么说，还不错啊。作为国产动画，那就更不错了。当然，感觉的逻辑不能细思。,0
83052,Big Fish and Begonia,大鱼海棠,2017/1/2,29413,daisy,2016/7/13,3, 7月13日星光影城。画面配乐尚可，剧情硬伤，谜样的三观，对白尴尬癌。哭点低，还是哭了。,0
83053,Big Fish and Begonia,大鱼海棠,2017/1/2,29414,yeah,2016/7/8,4, 国漫的春天 细节很棒 剧情方面稍欠缺 总体来说不错 ,0
83054,Big Fish and Begonia,大鱼海棠,2017/1/2,29415,鱼里,2016/7/9,3, 场面满分 剧情硬伤啊 论作死的后果,0
83055,Big Fish and Begonia,大鱼海棠,2017/1/2,29416,す。,2016/7/16,3, ……看着看着发现自己完全沉浸在赤松子那儿了（你）看到某一段的时候，本来跟着湫的台词重复的男孩子在椿沉默的时候突然说了句谢谢←整场看完就对他印象深刻。音乐好听。,0
83056,Big Fish and Begonia,大鱼海棠,2017/1/2,29417,南沐风同学,2016/7/10,2, 一部打着12年的情怀做幌子糟蹋了特别好的一个背景设定最后靠着还行的技术团队硬撑无厘头剧情的电影。,0
83057,Big Fish and Begonia,大鱼海棠,2017/1/2,29418,天上有个小星星,2016/7/9,2, 画面很好，但是2D即可！故事真的不行，而且并不认同这种爱情价值观，全场听到“你真是一个好哥哥”爆笑了……中国动画片继续加油吧,1
83058,Big Fish and Begonia,大鱼海棠,2017/1/2,29419,梁群娣,2016/10/4,4, 我觉得还可以，画面挺好的，剧情也没有那么差。就是觉得大鱼的人设太弱了些。,0
83059,Big Fish and Begonia,大鱼海棠,2017/1/2,29420,Jahr,2016/7/3,5, 五星泪点,2
83060,Big Fish and Begonia,大鱼海棠,2017/1/2,29421,雪白,2016/12/24,4, 画面很丰富,0
83061,Big Fish and Begonia,大鱼海棠,2017/1/2,29422,王小珀,2016/10/5,2, 不说剧情毫无逻辑吧，但真的是节奏感太差，而且很多本可以让影片更丰满的细节都没深挖，制作人员是不是忘了故事才是影片最重要的根本,1
83062,Big Fish and Begonia,大鱼海棠,2017/1/2,29423,小虫,2016/10/15,3, 画面很美，立意太低。错了就是错了，死了活了太随意，不约。,0
83063,Big Fish and Begonia,大鱼海棠,2017/1/2,29424,封心和,2016/7/24,4, 一部精心制作的残疾片。,0
83064,Big Fish and Begonia,大鱼海棠,2017/1/2,29425,Dear john,2016/7/11,1, 完全不晓得在演啥，从头到尾,0
83065,Big Fish and Begonia,大鱼海棠,2017/1/2,29426,天凉好个秋,2016/10/12,4, 多少人以友情的名义爱着一个人。,0
83066,Big Fish and Begonia,大鱼海棠,2017/1/2,29427,Wuzijian,2016/7/10,4, 虽有缺陷，但是比想象中好，加一星鼓励。,0
83067,Big Fish and Begonia,大鱼海棠,2017/1/2,29428,bushiwoma,2016/7/12,4, 不懂重生之后以裸体出现有什么好嘲的 哪吒重生 孙悟空出世 每个人出生不都是这样吗？虽然有些情节欠推敲 有些情节和台词太矫情 但还是让我专注到电影中了 无论是画面还是情节都能给我压抑的感觉 之前看到湫死了成全了鲲和椿还没那么难受 可看到湫接替灵婆 真的好难受 他还那么年轻 却要承受无尽的孤独,0
83068,Big Fish and Begonia,大鱼海棠,2017/1/2,29429,慢热40180,2016/7/13,1, 剧情比较烂 太玛丽苏了配不上这么好的特效 全程心疼男二吐槽女主 想不通编剧的逻辑 甚至希望结局是悲的 这个圆满结局怎么看怎么感觉凑的牵强,0
83069,Big Fish and Begonia,大鱼海棠,2017/1/2,29430,海洋之心,2016/7/10,1, 片名就傻叉，不是一条鱼叫海棠，而是一条鱼和海棠女神的。剧本是硬伤，故事情节根本没法看。所谓的画风，不说抄袭也是借鉴。3D效果真是白瞎了那副眼睛。国产电影路漫漫。,1
83070,Big Fish and Begonia,大鱼海棠,2017/1/2,29431,貓咪先森,2016/7/8,3, 失望，借了一點客家土樓的中國元素，故事講的不好，，可能是之前期望抱的太大，其實和莊子的逍遙遊沒什麼關係，物化的層面完全沒體現出來,1
83071,Big Fish and Begonia,大鱼海棠,2017/1/2,29432,ComeNonDetto,2016/11/13,1, 我真的是每看一秒都感到尴尬和不适，台词剧本生硬无逻辑，特别是台词，编剧都没有学过写作吗？每一个关联每一句话都干燥得不行，角色没有形象感，说话无逻辑，行为无逻辑，剧情发展无逻辑…台词像是一个人生中第一次拿起笔写东西的小孩写出来的。然而这都仅仅只是剧本的毛病…,0
83072,Big Fish and Begonia,大鱼海棠,2017/1/2,29433,微甜,2016/7/23,3, 三分不能更多了，制作的确不错，剧情呵呵各种槽点不想多说。老于说看了之后只有一个感觉，当啥也不能当备胎。。。,0
83073,Big Fish and Begonia,大鱼海棠,2017/1/2,29434,LLLhhhzzz_,2016/8/7,4, 主角配音太差劲 女主表情太生硬 画面或者剧情没什么好吐槽的 不懂为什么都吐槽剧情？,0
83074,Big Fish and Begonia,大鱼海棠,2017/1/2,29435,Te` Rentia,2016/11/23,3, 期待了很久终于看掉了 虽然周围朋友们上来就给了各种负面评价 不过心理预期降低了所以看起来反而没那么失望  画面好看音乐好听 可以啦…,0
83075,Big Fish and Begonia,大鱼海棠,2017/1/2,29436,大朋很善良,2016/7/9,3,  说实话…等了这么长时间…没有变成烂片就挺感动的了…但是画风真的有点宫崎骏的影子…大场景个小短片拼凑的还挺明显的…女主角蜜汁绿茶婊属性看的好难受…平滑的不可描述部位也不知道是什么原因…,0
83076,Big Fish and Begonia,大鱼海棠,2017/1/2,29437,我们走去饕餮海,2016/10/7,3, 金士杰 声音都是戏,0
83077,Big Fish and Begonia,大鱼海棠,2017/1/2,29438,MULASAME0,2016/7/11,3, 大鱼海棠，大海鱼塘。等了12年果然是个养鱼故事- -。嘛，故事剧情嘛，没啥好说的。各花入各眼，1000个人眼里有1000个哈姆雷特。不过平心而论，音乐，作画，分镜，进步显著。但故事展开超唐突，超生硬。国产动画还是有一段路要走啊。,0
83078,Big Fish and Begonia,大鱼海棠,2017/1/2,29439,晨之,2016/7/19,4, 太过沉重，不是她的命换他的命，就是他的命换她的命。3D没有任何感觉，就2D的不好吗，五毛钱的特效有意思。但不知为何后半段泪花一直在眼眶里转，确实以命换命需要很大的勇气，但不求回报的给予更难得可贵！,0
83079,Big Fish and Begonia,大鱼海棠,2017/1/2,29440,剛剛好,2016/10/3,3, 卖情怀并不能拯救残缺的剧情,0
83080,Big Fish and Begonia,大鱼海棠,2017/1/2,29441,晨,2016/10/2,3, 北冥有鱼，其名为鲲，鲲之大，不知其几千里也,0
83081,Big Fish and Begonia,大鱼海棠,2017/1/2,29442,晓七夜,2016/7/9,3, 所有活着的人类，都是陆地上推磨的小毛驴－《小驴推磨》🙈,0
83082,Big Fish and Begonia,大鱼海棠,2017/1/2,29443,方同学,2016/10/31,3, 为什么是海豚...,0
83083,Big Fish and Begonia,大鱼海棠,2017/1/2,29444,马阳春,2016/7/14,2, 人生在世有所为有所不为，椿不是不为而是无畏无谓。一颗星给画风，一颗星给配乐和我很喜欢的湫。至于爷爷奶奶...我只想说爷爷奶奶你们肿么了...这给孩子灌输的啥价值观...不是每个熊孩子都有你们二老那么牛逼的后台和法力啊！！！,0
83084,Big Fish and Begonia,大鱼海棠,2017/1/2,29445,丸公子,2016/7/9,3, 三分全给画面，每一帧都想做桌面,0
83085,Big Fish and Begonia,大鱼海棠,2017/1/2,29446,苹果,2016/10/1,4, 画面留下深刻印象，可惜故事稍显单薄。值得一看，国产动画仍需努力。,0
83086,Big Fish and Begonia,大鱼海棠,2017/1/2,29447,铁甲依然在,2016/10/4,3, 坑爹啊，两星半给配音和音效，价值观扣掉半颗星，多加一颗星为了支持国产动漫和画风,0
83087,Big Fish and Begonia,大鱼海棠,2017/1/2,29448,__H君__,2016/7/8,3, 和女神一起看的。吃饭耽搁了前十五分钟- -布景画风美如画，剧情…敢问有剧情么？,0
83088,Big Fish and Begonia,大鱼海棠,2017/1/2,29449,拍拍、,2016/8/4,3, 剧情真的是烂的一塌糊涂！如果一定要表达这个畸形的恋爱情结，那么影片表达的也是一塌糊涂啊，女主深爱人间这位铺垫不够啊导演~而且你让男二这么帅气，全片大部分男主都是一条海豚，怎么演绎浪漫哟喂，好歹变形来点儿台词啥的吧。画风凑合吧，后面有点粗制滥造，而且后面女主表情僵硬哎~希望国漫崛起！,0
83089,Big Fish and Begonia,大鱼海棠,2017/1/2,29450,Siike,2016/7/9,3, 3D很差，故事也一般，却莫名感动。,0
83090,Big Fish and Begonia,大鱼海棠,2017/1/2,29451,猎奇怪蜀黍,2016/7/19,4, 唯美画风和音效必须满分啊，有着奇幻世界观的中国风的故事，除了三角恋中每次受伤却无怨无悔的备胎湫比较虐心，剧情没多大 bug 啊，看了片尾彩蛋那些说不通的就合理了，剧情没有你们喷那么渣，影片里面把女猪脚写得有点太自私任性了，要是换种讲述方式可能会更好一点。,0
83091,Big Fish and Begonia,大鱼海棠,2017/1/2,29452,网瘾中二少年,2016/7/11,2, 剧情勉强，台词尴尬，画风还行。,0
83092,Big Fish and Begonia,大鱼海棠,2017/1/2,29453,周小周,2016/7/10,3, 作天作地作世界，自己的命反正是续了两遍。,1
83093,Big Fish and Begonia,大鱼海棠,2017/1/2,29454,小北,2016/7/11,3, 人鱼少女作死记，借鉴日漫部分不谈，台词和剧情看得我尴尬症犯了，花了12年编剧连剧情都没理顺依然不及格，世界观设置大却没有掌控能力，情怀是感受的不是打打嘴炮就行的，就音乐值得称赞还是日本的。😅,0
83094,Big Fish and Begonia,大鱼海棠,2017/1/2,29456,yxunm,2016/7/17,4, 非常棒的电影！无论是画面，配乐及剧情都无可挑剔，让人感动之余有所深思！看哭了！,0
83095,Big Fish and Begonia,大鱼海棠,2017/1/2,29457,TAM,2016/7/9,3, 加油！,0
83096,Big Fish and Begonia,大鱼海棠,2017/1/2,29458,为爱而生,2016/7/17,3, 剧情衔接不上，情感前期铺垫不够，画面美。,1
83097,Big Fish and Begonia,大鱼海棠,2017/1/2,29459,远云出岫,2016/7/17,1, 一星给画面,1
83098,Big Fish and Begonia,大鱼海棠,2017/1/2,29460,先,2016/7/8,3, 每一帧画面都很美，评分大都给画面，但为毛讲了这样一个故事，用我隔壁男生的话来说就是 “用自己的生命让自己的女神和女神的男神在一起了” ，随带伤及了很多无辜，男神的命是命其它人的就不是命了么，很多事是无关对错，但这tmd的绝对有问题啊，说好的积极向上的三观呢，文艺成这样真的大觉不…,0
83099,Big Fish and Begonia,大鱼海棠,2017/1/2,29461,米妮,2016/10/4,2, 看完了之后我满脑子的“蛤？蛤？？蛤？？？”，最大的疑问是：海豚不是哺乳动物么？,0
83100,Big Fish and Begonia,大鱼海棠,2017/1/2,29462,疏雨,2016/7/14,4, 有些一星就太说不过去了，所以多给点，故事确实说得不够流畅，也有牵强的部分。但看好这部之后将没看的哆啦A梦，功夫熊猫3给看了下。清一色有这毛病。大鱼海棠在美感方面挺中国美的。,0
83101,Big Fish and Begonia,大鱼海棠,2017/1/2,29463,阿末,2016/7/12,1, 三角恋。。。,0
83102,Big Fish and Begonia,大鱼海棠,2017/1/2,29464,深海挪威蓝,2016/10/26,2, 其实吧，画面很好。就是故事太渣。。。,0
83103,Big Fish and Begonia,大鱼海棠,2017/1/2,29465,太阳巴巴,2016/7/8,3, 刚带娃看完大鱼海棠，十二年，唉，编剧吃屎了吗，敢不敢再低俗点，去尼玛的三角恋，女主角整个一绿茶婊，画面确实美，美术风格不错，可惜了，,0
83104,Big Fish and Begonia,大鱼海棠,2017/1/2,29466,倒立,2016/12/15,4, 国产动画最好的一部，错过上映去电影院看。最心疼湫。,1
83105,Big Fish and Begonia,大鱼海棠,2017/1/2,29467,王子,2016/7/11,4, 我们究竟应该如何去评价一部电影，是根据自己的观影感受，还是听从各方嘈杂的声音…大鱼海棠，我给8分！,0
83106,Big Fish and Begonia,大鱼海棠,2017/1/2,29468,苟富贵,2016/7/8,5," 好看哭了::>_<::大姐看完心情一直很低落""犯了一个错误，要用更大一个错误来弥补。。。""我一直在想「有的鱼是关不住的，因为他们，属于天空。」以及生命应该去尝试创造奇迹。然后湫，是一个悲伤的角色……",0
83107,Big Fish and Begonia,大鱼海棠,2017/1/2,29469,Maryse,2016/10/2,5, 美 ,0
83108,Big Fish and Begonia,大鱼海棠,2017/1/2,29470,youfei,2016/9/19,3, 好久看电影从头到尾都没被感动过了。国产的支持一下给3个星好了。,0
83109,Big Fish and Begonia,大鱼海棠,2017/1/2,29471,☆STARS☆,2016/7/8,5, 国产的还是得支持一下。,1
83110,Big Fish and Begonia,大鱼海棠,2017/1/2,29472,碧海蓝桥,2016/11/14,3, 画面不错，故事太差。,0
83111,Big Fish and Begonia,大鱼海棠,2017/1/2,29473,锄云台,2016/7/8,1, 画风满分，剧情零分。,0
83112,Big Fish and Begonia,大鱼海棠,2017/1/2,29474,echo,2016/10/21,4, 心疼湫,0
83113,Big Fish and Begonia,大鱼海棠,2017/1/2,29475,一零,2016/7/10,4, 人设太大，故事太小，台词也撑不住意境，画面倒是美，多给一星都是为了表扬12年众筹呐 ,0
83114,Big Fish and Begonia,大鱼海棠,2017/1/2,29476,Joyaaaaaaaa,2016/10/5,3, 同我的三观不符。,0
83115,Big Fish and Begonia,大鱼海棠,2017/1/2,29477,歆歆🐯,2016/7/11,3, 讲故事讲的不怎么样啊 另外评论有点过分了吧= =,1
83116,Big Fish and Begonia,大鱼海棠,2017/1/2,29478,白白,2016/8/5,3, 一部靠硬件撑起来的作品。中国电影太喜欢所谓的大场面，大设定，大阵容了。没有好的内核，再好的硬件条件也不过是花架子。主题思想山路十八弯，人物台词尴尬生硬，最后似乎还嫌不够烂，非得来个小学生早恋的告白，一部电影没有爱情元素会死么！。3星给它BGM,0
83117,Big Fish and Begonia,大鱼海棠,2017/1/2,29479,来何迟_,2016/7/10,5, 我还是挺感动的,0
83118,Big Fish and Begonia,大鱼海棠,2017/1/2,29480,蜜糖泪水,2016/7/17,2, 只能说画风和配音还不错，剧情台词槽点太多，泪点也有，中国风也超赞，但看完没有爽感，而且不明白为什么要3D，总体来说值不回票价😂😂,0
83119,Big Fish and Begonia,大鱼海棠,2017/1/2,29481,冶光,2016/7/13,2, 画面和配乐各一星。故事和设定讲的很烂，而且没有兴趣去补所谓的“细节”了，这样长的时间都不够大脑发育全。,0
83120,Big Fish and Begonia,大鱼海棠,2017/1/2,29482,提拉米苏,2016/7/10,5, 国产动画片的惊喜之作！深入灵魂的爱和救赎。椿不惜牺牲自己的寿命来拯救她爱的救命恩人。而湫也为了椿不惜牺牲自己。充满想象力的动画片，国风太美，浓浓的中国元素，从庄子的逍遥游到贯穿始终的土楼建筑。总之非常值得去影院观赏！,0
83121,Big Fish and Begonia,大鱼海棠,2017/1/2,29483,a1674770,2016/7/9,4, Hats off too the music and pictures. The plot could be improved tho.,0
83122,Big Fish and Begonia,大鱼海棠,2017/1/2,29485,kiwi,2016/12/30,3, 童话都是美好的,0
83123,Big Fish and Begonia,大鱼海棠,2017/1/2,29486,M的点点滴滴,2016/7/8,1, 烂到家了 从头笑到了尾 剧情简直是shit 一星给画面。,0
83124,Big Fish and Begonia,大鱼海棠,2017/1/2,29487,宇宙飞船拉皮条,2016/7/9,5, 满分,0
83125,Big Fish and Begonia,大鱼海棠,2017/1/2,29488,隐忍,2016/7/18,3, 人鱼玛丽苏三角恋，而且故事不够完美，太仓促 希望能够好好打磨,0
83126,Big Fish and Begonia,大鱼海棠,2017/1/2,29489,Irma卷卷,2016/11/13,3, 画面挺美，剧情一般。心疼湫……,0
83127,Big Fish and Begonia,大鱼海棠,2017/1/2,29490,夏天的柚子酱,2016/7/9,1, 垃圾中的战斗机、点看过简直是我的耻辱。,3
83128,Big Fish and Begonia,大鱼海棠,2017/1/2,29491,弗瑞的鱼,2016/7/12,2, 本来想给三星，人物造型好评。主要是刚给了解救吾先生两星，还是它比较有趣,0
83129,Big Fish and Begonia,大鱼海棠,2017/1/2,29492,之之,2016/7/27,4, 好好的做2D不好吗!开头的几个画面真的很美!女主越来越婊，男主越来越虐!我悲伤的泪水还是因为女主自杀而落下。。。,0
83130,Big Fish and Begonia,大鱼海棠,2017/1/2,29493,墓地荆棘,2016/7/9,4, 基础三星，加一星给画面音乐中国风。大鱼海棠只学到了鲲鹏外形之大，不通其内涵随性的灵魂，粗通其表不知其意，结果就是这么个莫名其妙杂乱无章的故事。其实你故事讲圆也可，但是就是故作深度说一半藏一半让你“领悟”。凑胡吧！,0
83131,Big Fish and Begonia,大鱼海棠,2017/1/2,29495,炭疽杆君,2016/7/16,3, 画面美。开篇背景鸿大，以为要引申人性和世界观，结果就给我看了个狗血的玛丽苏三角恋，气摔。,0
83132,Big Fish and Begonia,大鱼海棠,2017/1/2,29496,啊抓琦o>_<o,2016/7/21,4, 后半段完美补救,0
83133,Big Fish and Begonia,大鱼海棠,2017/1/2,29497,怕晒太阳的太阳,2016/7/17,3, 除了心疼湫 没啥好说了,0
83134,Big Fish and Begonia,大鱼海棠,2017/1/2,29498,慕杨,2016/7/22,4, 值4星，画面不多说，我有被感动。,1
83135,Big Fish and Begonia,大鱼海棠,2017/1/2,29499,勇气果子,2016/9/16,3, 抛开剧情，配音也是一大硬伤。每次听女主开口说话，我都有一种想打她的冲动。,0
83136,Big Fish and Begonia,大鱼海棠,2017/1/2,29500,Chris,2016/7/8,4, 继续加油吧！,0
83137,Big Fish and Begonia,大鱼海棠,2017/1/2,29501,Draming,2016/7/24,4, 剧情实在是无力吐槽真的很无语，旁白听的我犯尴尬，中国风元素没有用好，但是画面场景和音乐都挺喜欢的，鼓励一下,0
83138,Big Fish and Begonia,大鱼海棠,2017/1/2,29503,豆奶,2016/7/10,3, 才华跟不上野心的作品。画面是美，但是剧情台词显得太捉襟见肘了。,0
